9	17563670
9	17567331
9	17571086
9	17576057
9	17577820
9	17583204
9	17583318
9	17586534
9	17591887
9	17595899
9	17598550
9	17598913
10	17607986
10	17608288
11	18306421
11	18309694
11	18311693
11	18312282
11	18314684
11	18316056
5	18508534
5	18508567
5	18513105
5	18517076
5	18521565
5	18529298
5	18531903
5	18539741
5	18540292
12	21632168
12	21650751
12	21657712
12	21663629
12	21672267
12	21689887
12	21698049
12	21705246
12	21706115
6	23662168
6	23662170
7	24681575
7	24683248
7	24685268
7	24685779
7	24689721
7	24690830
7	24691533
7	24696127
7	24700349
7	24703593
7	24706965
7	24709262
7	24711487
7	24712931
7	24713077
7	24717246
7	24721570
7	24722188
7	24722781
7	24727346
13	25980655
13	25982029
13	25986589
13	25990510
13	25990757
13	25994279
13	25995919
13	26000717
13	26003928
13	26004827
13	26007886
13	26008513
13	26010603
13	26012752
13	26014327
13	26016207
13	26016797
13	26018643
13	26023154
13	26025075
8	26192697
8	26194069
8	26199663
8	26202921
8	26203099
8	26204527
8	26208065
8	26210970
8	26212029
8	26213897
14	27895295
14	27896511
14	27897755
14	27900105
14	27904982
14	27906254
14	27909818
14	27911086
14	27911174
14	27912555
15	28442760
15	28442911
15	28443951
15	28452493
15	28453092
9	29143428
9	29145161
9	29147869
9	29153170
9	29154998
9	29161418
9	29165567
9	29166706
9	29168678
9	29168919
9	29171485
9	29172079
9	29176052
9	29181560
9	29185933
9	29189011
9	29190191
9	29190346
9	29192947
9	29193419
9	29194915
9	29195172
9	29195514
9	29199322
9	29199517
9	29203310
9	29204200
9	29208088
9	29218290
9	29219675
9	29229097
9	29233091
9	29237568
9	29239070
9	29241652
9	29246592
9	29253828
9	29254970
9	29255961
9	29257920
9	29258881
9	29261221
9	29261299
9	29262562
9	29266228
9	29267152
9	29270779
9	29272356
9	29273098
9	29278321
9	29279205
9	29282547
9	29287772
9	29289296
9	29291087
9	29293911
9	29299190
9	29300677
9	29301176
9	29302563
9	29314736
9	29319140
9	29321323
9	29325081
9	29325096
9	29326578
9	29331030
9	29333415
9	29344058
9	29344573
9	29349008
9	29351623
9	29358465
9	29361016
9	29366231
9	29368260
9	29372503
9	29375662
9	29381276
9	29381559
9	29382782
9	29385628
9	29386591
9	29386999
9	29389158
9	29397311
9	29398006
9	29401415
9	29401808
9	29403877
9	29406400
9	29406416
9	29406574
9	29408368
9	29410005
9	29410228
9	29410564
9	29411172
9	29411277
9	29413669
9	29417417
9	29426713
9	29427194
9	29437912
9	29440836
9	29444673
9	29445440
9	29451459
9	29465490
9	29466644
9	29475083
9	29479991
9	29483999
9	29489178
9	29494398
9	29497428
9	29498118
9	29499685
9	29501239
9	29504767
9	29505358
9	29508430
9	29508802
9	29515360
9	29521954
9	29523037
9	29523825
9	29529367
9	29530177
9	29535269
9	29536026
9	29539739
9	29539924
9	29544145
9	29548357
9	29548899
9	29556157
9	29562183
9	29566509
9	29570311
9	29571015
9	29576223
9	29580566
9	29584524
9	29591275
9	29591688
9	29592953
9	29603877
9	29609709
9	29610043
9	29617534
9	29619082
9	29623048
9	29623121
9	29624333
9	29624403
9	29624948
9	29625102
9	29625929
9	29627057
9	29631392
9	29633893
9	29640311
9	29640589
9	29655230
9	29659264
9	29661575
9	29663761
9	29663888
9	29664281
9	29665009
9	29665238
9	29667898
9	29671002
9	29671159
9	29671515
9	29675834
9	29676132
9	29683819
9	29691859
9	29698786
9	29702039
9	29704969
9	29706893
9	29707255
9	29710084
9	29713049
9	29714182
9	29715177
9	29718919
9	29719690
9	29724531
9	29726617
9	29727591
10	31224692
10	31225980
10	31226161
10	31226640
10	31229652
10	31229755
10	31233537
10	31234164
10	31235413
10	31237292
10	31238715
10	31240248
10	31240361
10	31242538
10	31245482
10	31246120
10	31247774
10	31247879
10	31249756
10	31249844
10	31251283
16	31522146
16	31527955
16	31529748
16	31534940
16	31540522
16	31546066
16	31553997
16	31559479
16	31561317
11	32584544
11	32587675
11	32589307
11	32593473
11	32596081
